Date,Sales
10/23/2003,1846
11/7/2003,2009
11/14/2003,1804
11/26/2003,2110
1/2/2004,2683
2/19/2004,2280
3/20/2004,1193
5/7/2004,1507
6/17/2004,1473
7/21/2004,1697
8/20/2004,1694
9/9/2004,1922
10/14/2004,2083
10/29/2004,2228
11/10/2004,3209
11/21/2004,4081
12/2/2004,2244
1/31/2005,3979
3/1/2005,5418
3/28/2005,2116
5/6/2005,3079
