"WellReadingID","WellDeviceID","DateTime","CH4","CO2","O2","Ini Pressure","Adj Pressure","GasTemp","RefStaticPress","N2","AdjGasTemp"
"1697504","44","8/26/2011 14:01:03","52.9","33.9","0","NULL","-0.5","92","-0.5","NULL","92"
"1697511","39","8/29/2011 11:03:44","63.7","36.1","0","NULL","-0.5","95","-0.5","NULL","95"
"1697512","26","8/29/2011 11:08:28","60","36.1","0","NULL","-0.5","91","-0.5","NULL","91"
"1697513","27","8/29/2011 11:12:41","45.4","35.5","0","NULL","-0.4","97","-0.4","NULL","97"
"1697514","23","8/29/2011 11:17:55","13.6","23.7","0","NULL","-0.5","84","-0.5","NULL","84"
"1697515","25","8/29/2011 11:22:09","19.7","24.8","0","NULL","-0.9","87","-0.9","NULL","87"
"1697516","28","8/29/2011 11:26:27","9.8","23.5","0","NULL","-0.4","81","-0.4","NULL","81"
"1697517","31","8/29/2011 11:31:26","12","20.8","3.1","NULL","-0.7","110","-0.7","NULL","110"
"1697518","32","8/29/2011 11:35:17","28","30.8","0","NULL","-0.3","86","-0.3","NULL","86"
"1697519","34","8/29/2011 11:39:25","11.7","23.7","0","NULL","-0.4","80","-0.4","NULL","80"
"1697520","33","8/29/2011 11:42:58","42.7","35.3","0","NULL","-0.3","84","-0.3","NULL","84"
"1697521","30","8/29/2011 11:48:47","42.2","35.4","0","NULL","-0.5","83","-0.5","NULL","83"
"1697522","29","8/29/2011 11:52:54","56.4","38","0","NULL","-0.3","87","-0.3","NULL","87"
"1697523","35","8/29/2011 11:56:48","36.2","31.2","0","NULL","-0.3","85","-0.3","NULL","85"
"1697524","36","8/29/2011 12:00:25","34","32.5","0","NULL","-0.3","87","-0.3","NULL","88"
"1697525","37","8/29/2011 12:04:35","26.5","27.5","0","NULL","-0.2","95","-0.2","NULL","95"
"1697526","40","8/29/2011 12:09:15","60.1","39.7","0","NULL","-0.2","85","-0.2","NULL","85"
"1697527","65","8/29/2011 13:13:15","60.6","37","0.1","NULL","-0.1","97","-0.1","NULL","97"
"1697528","3","8/29/2011 13:17:02","54","36.1","0","NULL","-0.1","85","-0.1","NULL","85"
"1697529","62","8/29/2011 13:21:06","53.5","36.5","0","NULL","-0.2","83","-0.2","NULL","83"
"1697530","61","8/29/2011 13:24:47","63.3","36","0","NULL","-0.2","93","-0.2","NULL","93"
"1697531","55","8/29/2011 13:29:00","59.9","39.5","0","NULL","-0.2","83","-0.2","NULL","83"
"1697532","51","8/29/2011 13:32:42","58.7","37.9","0","NULL","-0.2","82","-0.2","NULL","82"
"1697533","1","8/29/2011 13:36:30","60.5","37.4","0","NULL","-0.3","82","-0.3","NULL","82"
"1697534","10","8/29/2011 14:14:06","22.8","24.2","0","NULL","-0.1","86","0","NULL","86"
"1697560","88","8/30/2011 7:23:07","57.8","39","0","NULL","-0.5","91","-0.5","NULL","91"
"1697561","89","8/30/2011 7:26:49","40.3","35.7","0.2","NULL","-0.5","78","-0.5","NULL","78"
"1697562","90","8/30/2011 7:32:10","37.2","33.7","0.1","NULL","-0.1","81","-0.1","NULL","82"
"1697563","92","8/30/2011 7:37:15","34.4","28.6","0.3","NULL","-0.1","83","-0.1","NULL","83"
"1697564","91","8/30/2011 7:41:50","34.5","28.7","0.1","NULL","-0.1","81","-0.1","NULL","81"
"1697565","96","8/30/2011 7:46:53","35.2","26.2","0","NULL","-0.1","81","-0.1","NULL","81"
"1697566","93","8/30/2011 7:51:20","34.8","26.1","0","NULL","-0.1","82","-0.1","NULL","82"
"1697567","94","8/30/2011 7:55:39","20.6","22","0","NULL","-0.1","84","-0.1","NULL","84"
"1697568","6","8/30/2011 7:59:51","4.9","20.1","0","NULL","-0.2","84","-0.2","NULL","85"
"1697569","7","8/30/2011 8:04:51","15.7","21.3","0","NULL","-0.1","81","-0.2","NULL","81"
"1697570","95","8/30/2011 8:10:31","15.8","21.4","0","NULL","-0.1","85","-0.1","NULL","86"
"1697571","86","8/30/2011 8:14:35","41.7","31","0","NULL","-0.6","91","-0.6","NULL","91"
"1697572","8","8/30/2011 8:18:26","16.6","21.4","0.1","NULL","-0.7","86","-0.7","NULL","86"
"1697573","9","8/30/2011 8:22:51","20.7","22.8","0","NULL","-0.5","85","-0.5","NULL","85"
"1697574","85","8/30/2011 8:26:39","44","34.3","0","NULL","-0.5","81","-0.5","NULL","87"
"1697575","75","8/30/2011 8:35:28","36.4","31.9","0","NULL","-0.6","86","-0.6","NULL","86"
"1697576","76","8/30/2011 8:39:32","63.7","35.4","0","NULL","-0.6","83","-0.6","NULL","83"
"1697577","73","8/30/2011 8:43:11","57.4","35","0","NULL","-0.6","88","-0.6","NULL","88"
"1697578","84","8/30/2011 8:47:58","53.6","36.2","0","NULL","-0.5","81","-0.5","NULL","81"
"1697579","87","8/30/2011 8:52:06","47.2","31.6","0","NULL","-0.6","82","-0.6","NULL","82"
"1697580","83","8/30/2011 8:58:30","58.4","39.4","0","NULL","-0.4","84","-0.4","NULL","83"
"1697581","72","8/30/2011 9:05:32","61","38.2","0","NULL","-0.6","85","-0.6","NULL","85"
"1697582","77","8/30/2011 9:09:58","60.8","38.2","0","NULL","-0.5","84","-0.5","NULL","84"
"1697583","78","8/30/2011 9:14:12","47.7","34.9","0","NULL","-0.4","93","-0.4","NULL","93"
"1697584","82","8/30/2011 9:18:13","56.6","39.8","0","NULL","-0.4","83","-0.4","NULL","83"
"1697585","81","8/30/2011 9:21:58","23.2","28.5","0","NULL","-0.4","83","-0.4","NULL","83"
"1697586","80","8/30/2011 9:25:56","16.2","27.3","0","NULL","-0.4","87","-0.4","NULL","87"
"1697587","79","8/30/2011 9:31:09","14.4","23.3","0.1","NULL","-0.4","88","-0.4","NULL","88"
"1697588","70","8/30/2011 9:34:47","46.7","35.2","0","NULL","-0.4","91","-0.4","NULL","91"
"1697589","69","8/30/2011 9:38:21","17.5","24.7","0","NULL","-0.4","84","-0.4","NULL","84"
"1697590","68","8/30/2011 9:42:03","21.2","25.6","0","NULL","-0.4","86","-0.4","NULL","87"
"1697591","67","8/30/2011 9:45:26","51.3","36.3","0","NULL","-0.4","88","-0.4","NULL","89"
"1697592","66","8/30/2011 9:50:48","62.6","37.3","0","NULL","-0.4","90","-0.4","NULL","90"
"1697593","71","8/30/2011 9:55:01","60.6","38.5","0","NULL","-0.4","91","-0.4","NULL","91"
"1697594","60","8/30/2011 10:03:21","60.1","37.1","0","NULL","-0.5","87","-0.5","NULL","87"
"1697595","56","8/30/2011 10:08:13","61","38.9","0","NULL","-0.5","90","-0.4","NULL","90"
"1697596","38","8/30/2011 10:55:48","41.7","34.6","0.4","NULL","-0.5","107","-0.5","NULL","111"
"1697597","45","8/30/2011 11:10:36","59.1","40.8","0","NULL","-0.3","87","-0.3","NULL","87"
"1697598","50","8/30/2011 11:14:45","60.7","39.2","0","NULL","-0.4","91","-0.4","NULL","91"
"1697599","49","8/30/2011 11:20:25","50.3","36.3","0","NULL","-0.4","95","-0.4","NULL","95"
"1697600","57","8/30/2011 11:23:57","52.9","37.5","0","NULL","-0.4","88","-0.4","NULL","88"
"1697601","59","8/30/2011 11:29:13","35.5","27.7","0","NULL","-0.3","96","-0.3","NULL","96"
"1697602","58","8/30/2011 11:33:43","21.7","27.2","0","NULL","-0.2","88","-0.2","NULL","89"
"1697603","2","8/30/2011 11:37:23","25.5","27.7","0","NULL","-0.3","92","-0.3","NULL","92"
"1697604","48","8/30/2011 11:41:24","12.3","22.8","0","NULL","-0.3","90","-0.3","NULL","90"
"1697605","47","8/30/2011 11:45:12","26","27.8","0","NULL","-0.3","82","-0.4","NULL","82"
"1697606","46","8/30/2011 11:48:53","49.2","35.4","0","NULL","-0.3","84","-0.3","NULL","83"
"1697607","31","8/30/2011 12:02:43","12.2","20.9","2.7","NULL","-0.6","110","-0.6","NULL","110"
"1700154","39","9/12/2011 11:07:11","64","35.9","0","NULL","-0.5","91","-0.5","NULL","91"
"1700155","26","9/12/2011 11:13:42","59.7","36.1","0","NULL","-0.5","85","-0.5","NULL","85"
"1700156","29","9/12/2011 11:19:25","57.1","39.1","0","NULL","-0.5","85","-0.5","NULL","85"
"1700157","35","9/12/2011 11:24:16","35.3","31.6","0","NULL","-0.5","83","-0.4","NULL","83"
"1700158","36","9/12/2011 11:27:59","32.1","32.5","0","NULL","-0.5","85","-0.5","NULL","85"
"1700159","34","9/12/2011 11:31:46","11.2","23.8","0","NULL","-0.5","79","-0.5","NULL","79"
"1700160","33","9/12/2011 11:37:24","42","35.4","0","NULL","-0.3","81","-0.3","NULL","81"
"1700161","32","9/12/2011 11:42:24","27.2","30.8","0","NULL","-0.3","83","-0.3","NULL","83"
"1700162","31","9/12/2011 11:48:00","11.1","20.3","3.2","NULL","-0.7","107","-0.7","NULL","107"
"1700163","28","9/12/2011 11:52:01","8.1","22.8","0","NULL","-0.4","80","-0.4","NULL","80"
"1700164","27","9/12/2011 11:57:43","43.5","35.1","0","NULL","-0.3","96","-0.3","NULL","96"
"1700165","30","9/12/2011 12:02:32","40.6","35.2","0","NULL","-0.5","82","-0.5","NULL","82"
"1700166","40","9/12/2011 12:08:04","60.2","39.7","0","NULL","-0.3","83","-0.2","NULL","83"
"1700167","41","9/12/2011 13:21:09","61.3","37.2","0","NULL","-0.2","84","-0.2","NULL","84"
"1700168","4","9/12/2011 13:31:50","63.7","35.1","0","NULL","-0.6","91","-0.6","NULL","91"
"1700169","25","9/12/2011 13:35:59","21.7","25","0","NULL","-0.6","87","-0.6","NULL","87"
"1700170","23","9/12/2011 13:39:45","13.7","23.1","0","NULL","-0.3","84","-0.3","NULL","84"
"1700171","20","9/12/2011 13:43:36","5.8","19.7","0","NULL","-0.7","89","-0.7","NULL","89"
"1700172","22","9/12/2011 13:48:00","28.6","28","0","NULL","-0.6","93","-0.6","NULL","93"
"1700173","19","9/12/2011 13:52:14","2.9","18.8","0","NULL","-0.9","92","-0.9","NULL","93"
"1700174","21","9/12/2011 13:56:52","34.3","28.9","0","NULL","-0.7","81","-0.7","NULL","81"
"1700175","18","9/12/2011 14:00:36","8.4","21.3","0","NULL","-0.4","90","-0.4","NULL","90"
"1700176","17","9/12/2011 14:04:23","11","21.4","0","NULL","-0.5","83","-0.4","NULL","83"
"1700177","42","9/12/2011 14:07:56","35.3","30.3","0","NULL","-0.5","65","-0.5","NULL","66"
"1700178","44","9/12/2011 14:17:56","52.2","34.1","0","NULL","-0.3","89","-0.4","NULL","89"
"1700179","52","9/12/2011 14:24:44","47.8","34","0","NULL","-0.4","86","-0.4","NULL","87"
"1700180","53","9/12/2011 14:30:21","36.3","32.5","0","NULL","-0.1","86","-0.1","NULL","86"
"1700181","16","9/12/2011 14:35:16","6.4","19.9","0","NULL","-0.3","92","-0.3","NULL","92"
"1700182","43","9/12/2011 14:38:54","34.6","32.4","0","NULL","-0.3","88","-0.3","NULL","88"
"1700183","15","9/12/2011 14:43:51","7.5","20.5","0","NULL","-0.2","85","-0.1","NULL","85"
"1700184","14","9/12/2011 14:51:20","1.6","17.8","0","NULL","-0.3","88","-0.3","NULL","88"
"1700185","13","9/12/2011 14:55:42","3.4","18.7","0","NULL","-0.1","88","-0.1","NULL","88"
"1700186","12","9/12/2011 15:00:01","2","17.4","0.4","NULL","-0.1","91","-0.1","NULL","91"
"1700187","11","9/12/2011 15:04:55","7.3","20.4","0","NULL","-0.1","86","-0.1","NULL","89"
"1700188","74","9/12/2011 15:10:17","31","29.4","0","NULL","-0.1","87","-0.1","NULL","87"
"1700189","64","9/12/2011 15:14:34","40.6","31.8","0","NULL","-0.1","86","-0.1","NULL","86"
"1700190","63","9/12/2011 15:18:53","37","31.4","0","NULL","-0.1","74","-0.1","NULL","86"
"1700191","5","9/12/2011 15:23:12","36.5","32","0","NULL","-0.2","84","-0.2","NULL","85"
"1700192","62","9/12/2011 15:27:28","52.8","36.9","0","NULL","-0.1","81","-0.1","NULL","82"
"1700193","61","9/12/2011 15:31:06","62.8","36","0","NULL","-0.2","90","-0.2","NULL","90"
"1700194","55","9/12/2011 15:35:43","59.4","39.6","0","NULL","-0.2","81","-0.2","NULL","81"
"1700195","51","9/12/2011 15:40:42","58.3","38.2","0","NULL","-0.2","80","-0.2","NULL","80"
"1700196","1","9/12/2011 15:45:26","60.9","37.9","0","NULL","-0.4","81","-0.4","NULL","81"
"1700197","54","9/12/2011 15:55:53","49.9","36.1","0","NULL","-0.3","84","-0.3","NULL","84"
"1700198","75","9/12/2011 16:02:02","36.3","30.8","0","NULL","-0.1","90","-0.1","NULL","90"
"1700199","10","9/12/2011 16:06:18","21.5","24.3","0","NULL","-0.2","84","-0.2","NULL","85"
"1702910","88","9/14/2011 8:08:25","56.8","38.9","0","NULL","-0.4","92","-0.4","NULL","92"
"1702911","89","9/14/2011 8:13:55","38.6","35.2","0.2","NULL","-0.4","78","-0.4","NULL","78"
"1702912","90","9/14/2011 8:18:03","36.1","34","0","NULL","-0.1","82","-0.1","NULL","82"
"1702913","92","9/14/2011 8:22:40","38.1","35.1","0","NULL","-0.1","83","-0.1","NULL","83"
"1702914","94","9/14/2011 8:57:59","21","22.1","0","NULL","-0.1","84","-0.1","NULL","84"
"1702915","6","9/14/2011 9:01:54","5","20.2","0","NULL","-0.1","85","-0.1","NULL","85"
"1702916","7","9/14/2011 9:06:20","22","22.5","0","NULL","-0.1","81","-0.1","NULL","81"
"1702917","95","9/14/2011 9:10:33","28.4","24.9","0","NULL","-0.1","86","-0.1","NULL","86"
"1702918","8","9/14/2011 9:14:32","15.7","21.2","0","NULL","-0.6","86","-0.6","NULL","86"
"1702919","86","9/14/2011 9:18:32","39.7","30.2","0","NULL","-0.5","92","-0.5","NULL","92"
"1702920","9","9/14/2011 9:22:43","20.1","22.6","0","NULL","-0.5","85","-0.5","NULL","85"
"1702921","85","9/14/2011 9:26:43","43.2","33.4","0","NULL","-0.5","88","-0.5","NULL","88"
"1702922","84","9/14/2011 9:30:34","53","35.7","0","NULL","-0.4","81","-0.4","NULL","81"
"1702923","87","9/14/2011 9:34:44","45.1","31","0","NULL","-0.6","82","-0.6","NULL","82"
"1702924","83","9/14/2011 9:45:16","57.8","39.1","0","NULL","-0.3","84","-0.3","NULL","84"
"1702925","72","9/14/2011 9:55:03","60.5","37.8","0","NULL","-0.5","85","-0.5","NULL","85"
"1702926","65","9/14/2011 10:00:49","60.1","38.4","0","NULL","-0.5","95","-0.5","NULL","95"
"1702927","3","9/14/2011 10:21:17","53.2","37.3","0","NULL","-0.5","82","-0.5","NULL","82"
"1702928","73","9/14/2011 10:25:13","56.7","34.4","0","NULL","-0.5","89","-0.5","NULL","89"
"1702929","76","9/14/2011 10:29:44","63.1","34.7","0","NULL","-0.5","84","-0.5","NULL","84"
"1702930","77","9/14/2011 10:33:34","60.8","37.7","0","NULL","-0.4","84","-0.4","NULL","84"
"1702931","71","9/14/2011 10:38:30","60.7","38.2","0","NULL","-0.3","89","-0.3","NULL","90"
"1702932","78","9/14/2011 10:43:24","46.7","34.3","0","NULL","-0.3","94","-0.3","NULL","94"
"1702933","82","9/14/2011 10:49:08","55.6","39.2","0","NULL","-0.2","83","-0.2","NULL","84"
"1702934","81","9/14/2011 10:53:00","23.1","28","0","NULL","-0.2","84","-0.2","NULL","85"
"1702935","80","9/14/2011 10:57:18","15.6","26.7","0","NULL","-0.3","88","-0.3","NULL","88"
"1702936","79","9/14/2011 11:03:39","13.7","22.7","0.1","NULL","-0.2","90","-0.3","NULL","90"
"1702937","70","9/14/2011 11:07:15","45.4","34.8","0","NULL","-0.3","91","-0.3","NULL","91"
"1702938","69","9/14/2011 11:11:23","16.8","24.1","0","NULL","-0.2","85","-0.2","NULL","85"
"1702939","68","9/14/2011 11:17:36","21.4","25.6","0","NULL","-0.2","88","-0.2","NULL","89"
"1702940","67","9/14/2011 11:21:17","50.6","35.8","0","NULL","-0.2","89","-0.2","NULL","89"
"1702941","66","9/14/2011 11:26:51","62.9","36.8","0","NULL","-0.2","89","-0.2","NULL","90"
"1702942","60","9/14/2011 11:36:05","60.2","36.8","0","NULL","-0.2","93","-0.2","NULL","94"
"1702943","56","9/14/2011 11:44:54","61","38.5","0","NULL","-0.2","89","-0.2","NULL","89"
"1702944","59","9/14/2011 11:50:52","34.4","27.5","0","NULL","-0.2","93","-0.2","NULL","93"
"1702945","58","9/14/2011 11:54:28","20.5","27.1","0","NULL","-0.1","89","-0.1","NULL","89"
"1702946","2","9/14/2011 11:58:29","24.7","27.7","0","NULL","-0.2","93","-0.2","NULL","93"
"1702947","57","9/14/2011 12:04:56","52","37.4","0","NULL","-0.1","86","-0.1","NULL","86"
"1702948","50","9/14/2011 12:11:28","60.5","39.4","0","NULL","-0.2","88","-0.2","NULL","88"
"1702949","38","9/14/2011 12:30:00","40.9","34.3","0","NULL","-0.8","102","-0.7","NULL","99"
"1702950","37","9/14/2011 12:34:05","26.6","27.6","0","NULL","-0.2","90","-0.2","NULL","90"
"1702951","47","9/14/2011 12:39:44","25.6","27.5","0","NULL","-0.1","82","-0.1","NULL","82"
"1702952","48","9/14/2011 12:43:31","11.4","22.5","0","NULL","-0.1","91","-0.1","NULL","91"
"1702953","46","9/14/2011 12:54:08","49.5","35.2","0","NULL","-0.1","82","0","NULL","83"
"1702954","31","9/14/2011 13:01:41","13.1","22","1.7","NULL","-0.4","109","-0.4","NULL","109"
"1702955","24","9/14/2011 13:09:00","54","36","0","NULL","-0.3","87","-0.4","NULL","86"
"1704841","45","9/23/2011 7:43:27","58.5","41.4","0","NULL","-0.9","78","-0.9","NULL","78"
"1704842","49","9/23/2011 7:47:19","50.7","37","0","NULL","-0.9","89","-0.9","NULL","89"
"1704843","91","9/23/2011 7:53:45","35.5","30.2","0","NULL","-0.3","80","-0.3","NULL","80"
"1704844","96","9/23/2011 7:57:46","35.3","28.4","0","NULL","-0.3","76","-0.3","NULL","76"
"1704845","93","9/23/2011 8:01:32","35.2","28.3","0","NULL","-0.3","79","-0.3","NULL","79"
"1710490","21","10/17/2011 13:36:37","41.8","31.3","0","NULL","-0.6","79","-0.6","NULL","79"
"1710491","22","10/17/2011 13:45:22","36.3","30.7","0","NULL","-2.8","92","-2.9","NULL","92"
"1710492","23","10/17/2011 13:49:13","25.2","26.7","0","NULL","-0.2","82","-0.2","NULL","82"
"1710493","19","10/17/2011 13:55:20","17.3","24","0","NULL","-1","90","-0.9","NULL","90"
"1710494","18","10/17/2011 14:02:27","20.2","24.5","0","NULL","-0.4","88","-0.3","NULL","88"
"1710495","20","10/17/2011 14:11:06","19.7","23.4","0","NULL","-0.7","86","-0.7","NULL","86"
"1710496","17","10/17/2011 14:21:51","21.9","24","0","NULL","-0.4","81","-0.4","NULL","81"
"1710497","42","10/17/2011 14:25:26","40.1","31.5","0","NULL","-0.5","64","-0.4","NULL","64"
"1710498","43","10/17/2011 14:29:14","39.3","33.8","0","NULL","-0.1","87","-0.1","NULL","87"
"1710902","31","10/18/2011 10:42:40","21.7","27.8","0.8","NULL","-0.6","105","-0.6","NULL","105"
"1710903","29","10/18/2011 10:51:00","57.9","39.3","0","NULL","-0.3","82","-0.3","NULL","83"
"1710904","26","10/18/2011 11:06:32","59.8","35.9","0","NULL","-0.3","77","-0.4","NULL","78"
"1710905","24","10/18/2011 11:09:45","56.8","37.2","0","NULL","-0.3","84","-0.3","NULL","85"
"1710906","4","10/18/2011 11:13:11","63.7","36.2","0","NULL","-0.8","82","-0.8","NULL","82"
"1710907","25","10/18/2011 11:17:54","38.4","31.9","0","NULL","-0.8","83","-0.8","NULL","84"
"1710908","28","10/18/2011 11:22:23","31.4","30.3","0","NULL","-0.3","77","-0.3","NULL","77"
"1710909","27","10/18/2011 11:27:40","50.2","37.3","0","NULL","-0.2","96","-0.2","NULL","96"
"1710910","30","10/18/2011 11:32:43","45.6","37.1","0","NULL","-0.4","80","-0.4","NULL","80"
"1710911","33","10/18/2011 11:37:16","44","36.3","0","NULL","-0.1","78","-0.1","NULL","78"
"1710912","32","10/18/2011 11:42:01","34","33.1","0","NULL","-0.2","80","-0.2","NULL","80"
"1710913","34","10/18/2011 11:48:35","34.5","31.6","0","NULL","-0.3","78","-0.3","NULL","78"
"1710914","36","10/18/2011 11:55:01","42.2","35.4","0","NULL","-0.2","82","-0.2","NULL","82"
"1710915","35","10/18/2011 11:59:18","41.5","33.1","0","NULL","-0.2","80","-0.2","NULL","80"
"1710916","52","10/18/2011 13:14:10","49.7","35","0","NULL","-0.1","86","-0.1","NULL","86"
"1710917","1","10/18/2011 13:25:42","60.6","38.2","0","NULL","-0.3","78","-0.3","NULL","78"
"1711614","88","10/19/2011 7:50:21","56.2","38.9","0.1","NULL","-0.5","91","-0.5","NULL","91"
"1711615","89","10/19/2011 7:54:15","43","36.1","0.4","NULL","-0.5","75","-0.5","NULL","76"
"1711616","90","10/19/2011 7:59:22","36.5","33.9","0.2","NULL","-0.1","73","-0.1","NULL","73"
"1711617","92","10/19/2011 8:03:40","39.3","35.8","0","NULL","-0.1","75","-0.1","NULL","75"
"1711618","91","10/19/2011 8:08:13","39.8","36","0","NULL","-0.1","71","-0.1","NULL","71"
"1711619","96","10/19/2011 8:12:29","41.7","34.4","0","NULL","-0.1","70","-0.1","NULL","70"
"1711620","93","10/19/2011 8:16:47","41.7","34.2","0","NULL","-0.1","73","-0.1","NULL","73"
"1711621","94","10/19/2011 8:21:09","27.7","25.7","0.1","NULL","-0.2","78","-0.2","NULL","78"
"1711622","6","10/19/2011 8:25:28","21.4","25.6","0.2","NULL","-0.2","77","-0.2","NULL","77"
"1711623","7","10/19/2011 8:31:07","26.1","25.8","0.1","NULL","-0.2","68","-0.2","NULL","68"
"1711624","95","10/19/2011 8:37:58","26.4","25.9","0.2","NULL","-0.2","72","-0.2","NULL","72"
"1711625","86","10/19/2011 8:43:28","43.2","31.8","0.1","NULL","-0.6","89","-0.6","NULL","90"
"1711626","8","10/19/2011 8:47:53","24.1","25","0.1","NULL","-0.7","84","-0.7","NULL","85"
"1711627","9","10/19/2011 8:52:38","28.4","25.9","0.1","NULL","-0.6","81","-0.6","NULL","81"
"1711628","10","10/19/2011 8:57:37","27.8","27.8","0.1","NULL","-0.8","77","-0.8","NULL","77"
"1711629","11","10/19/2011 9:02:30","20.2","25.8","0.1","NULL","-0.7","80","-0.7","NULL","80"
"1711630","74","10/19/2011 9:06:35","35.8","32.5","0","NULL","-0.8","80","-0.8","NULL","80"
"1711631","73","10/19/2011 9:11:21","58.3","35.3","0.2","NULL","-0.8","83","-0.8","NULL","83"
"1711632","76","10/19/2011 9:16:47","64.3","35.4","0.1","NULL","-0.7","77","-0.8","NULL","77"
"1711633","75","10/19/2011 9:21:05","40.1","33","0","NULL","-0.7","83","-0.7","NULL","83"
"1711634","85","10/19/2011 9:25:15","46.6","34.8","0.1","NULL","-0.7","86","-0.7","NULL","86"
"1711635","84","10/19/2011 9:29:36","55.4","36.6","0.1","NULL","-0.6","76","-0.6","NULL","77"
"1711636","87","10/19/2011 9:33:59","46.2","31.9","0","NULL","-0.7","80","-0.7","NULL","80"
"1711637","83","10/19/2011 9:47:00","59.6","39.9","0.2","NULL","-0.4","77","-0.4","NULL","77"
"1711638","77","10/19/2011 9:52:22","60.9","38.4","0.2","NULL","-0.5","81","-0.5","NULL","81"
"1711639","3","10/19/2011 9:59:27","54.3","38","0.1","NULL","-0.6","77","-0.6","NULL","77"
"1711640","65","10/19/2011 10:03:19","60.7","39.1","0.1","NULL","-0.7","93","-0.7","NULL","94"
"1711641","72","10/19/2011 10:29:38","61.2","38.6","0.1","NULL","-0.7","82","-0.7","NULL","82"
"1711642","71","10/19/2011 10:33:43","60.4","39.3","0.2","NULL","-0.5","75","-0.5","NULL","75"
"1711643","78","10/19/2011 10:37:16","48","35.7","0","NULL","-0.4","90","-0.4","NULL","90"
"1711644","82","10/19/2011 10:41:12","55.6","40.4","0.1","NULL","-0.4","78","-0.4","NULL","78"
"1711645","81","10/19/2011 10:44:25","31.3","31.1","0.1","NULL","-0.4","79","-0.4","NULL","79"
"1711646","80","10/19/2011 10:48:54","27.2","31","0.1","NULL","-0.4","84","-0.4","NULL","84"
"1711647","79","10/19/2011 10:52:34","23.4","26.1","0.2","NULL","-0.5","81","-0.5","NULL","81"
"1711648","70","10/19/2011 10:56:47","48.5","36.3","0.1","NULL","-0.5","86","-0.5","NULL","86"
"1711649","69","10/19/2011 11:00:34","24.6","27.8","0.1","NULL","-0.5","78","-0.5","NULL","78"
"1711650","68","10/19/2011 11:06:03","30.5","29.3","0.2","NULL","-0.5","78","-0.5","NULL","78"
"1711651","58","10/19/2011 11:11:01","33.8","31.3","0.1","NULL","-0.4","77","-0.4","NULL","77"
"1711652","59","10/19/2011 11:14:45","36.6","29.1","0.1","NULL","-0.5","80","-0.5","NULL","80"
"1711653","67","10/19/2011 11:19:25","52","37","0.1","NULL","-0.4","80","-0.4","NULL","81"
"1711654","66","10/19/2011 11:23:32","62.2","37.6","0.1","NULL","-0.4","81","-0.4","NULL","81"
"1711655","61","10/19/2011 11:30:16","61.9","37.8","0.1","NULL","-0.7","82","-0.7","NULL","82"
"1711656","60","10/19/2011 11:38:54","58.2","36.7","1.2","NULL","-0.4","71","-0.4","NULL","71"
"1711657","56","10/19/2011 11:43:31","60.1","39.7","0","NULL","-0.4","80","-0.4","NULL","80"
"1711658","50","10/19/2011 11:47:26","59.5","40.2","0.2","NULL","-0.4","79","-0.4","NULL","79"
"1711659","45","10/19/2011 11:51:55","58.3","41.6","0","NULL","-0.4","77","-0.4","NULL","77"
"1711660","40","10/19/2011 11:56:05","59.1","40.8","0","NULL","-0.4","78","-0.4","NULL","78"
"1711661","38","10/19/2011 12:02:48","46.7","38.2","0.1","NULL","-0.2","81","-0.2","NULL","83"
"1711662","37","10/19/2011 12:06:52","34.8","31","0","NULL","-0.4","76","-0.4","NULL","77"
"1711663","39","10/19/2011 13:07:01","63.6","36.3","0","NULL","-0.1","81","-0.1","NULL","81"
"1711664","51","10/19/2011 13:38:00","58.7","39.5","0","NULL","-0.1","77","-0.1","NULL","76"
"1711665","55","10/19/2011 13:41:32","59.6","40.3","0","NULL","-0.1","79","-0.1","NULL","79"
"1711666","54","10/19/2011 13:44:39","50.3","37","0","NULL","-0.1","82","-0.1","NULL","82"
"1711667","13","10/19/2011 13:55:14","19.3","24.4","0","NULL","-0.1","84","-0.1","NULL","84"
"1711668","14","10/19/2011 14:02:52","14.2","22.6","0","NULL","-0.2","84","-0.1","NULL","84"
"1711669","16","10/19/2011 14:10:25","17.3","23.6","0","NULL","-0.2","87","-0.2","NULL","87"
"1711670","44","10/19/2011 14:19:21","54.6","34.8","0","NULL","-0.2","88","-0.2","NULL","88"
"1711671","41","10/19/2011 14:22:42","61.3","37.6","0","NULL","-0.1","81","-0.1","NULL","81"
"1712833","47","10/21/2011 10:21:06","30.3","29.7","0.2","NULL","-0.7","75","-0.7","NULL","75"
"1712834","46","10/21/2011 10:25:57","52.7","36.6","0.1","NULL","-0.7","76","-0.7","NULL","76"
"1712835","49","10/21/2011 10:30:13","53.1","37.5","0.1","NULL","-0.7","87","-0.7","NULL","87"
"1712836","48","10/21/2011 10:36:00","17.7","25.3","0.1","NULL","-0.7","81","-0.7","NULL","81"
"1712837","2","10/21/2011 10:50:45","31","30.2","0.1","NULL","-0.6","86","-0.6","NULL","86"
"1712838","57","10/21/2011 10:57:41","55","38.3","0.1","NULL","-0.6","81","-0.6","NULL","81"
"1712839","62","10/21/2011 11:05:50","53.5","38.2","0","NULL","-0.8","79","-0.8","NULL","79"
"1712840","63","10/21/2011 11:14:14","37.5","32.7","0","NULL","-0.7","82","-0.7","NULL","82"
"1712841","64","10/21/2011 11:18:05","42.2","32.9","0","NULL","-0.8","81","-0.8","NULL","81"
