"index","Time (s)","Vibration (mm/s)","Temperature (Celsius)","Current (Amps)","Ambient Temp (Celsius)","Humidity (%)","Operating Hours","Load Level","Duty Cycle","Equipment Age (Years)","Failure Label"
"379","1895","4.2402199160259","62.837578904092","5.8562141089558","29.276286575029","44.751281472074","8519.7258697704","1.0507262355833","2","3.28422929481","Warning"
"380","1900","1.2503028936564","69.216926290175","4.9196893709367","25.861691562112","62.659472954396","6102.5725493578","0.58006067049416","1","5.7936584358274","Warning"
"381","1905","2.1852898368946","51.126703248984","5.2440783440661","28.307328657881","43.803401916094","1273.6188297691","0.55406550513895","2","7.3043559491213","Normal"
"382","1910","3.2749724783403","65.481367791189","5.1257509376747","25.952834992609","53.495101157167","4399.1593358071","0.99055835249101","4","6.2382708672107","Warning"
"383","1915","2.4109132825739","63.281373421024","4.7865939986548","25.722241710458","61.267474223138","6616.2340511913","0.61445336375097","1","3.086507859256","Normal"
"384","1920","3.1221959130698","58.25706087088","5.8143507173395","17.16506390365","73.721510366326","6758.1850121609","0.75159533979225","2","9.728802415046","Warning"
"385","1925","4.0200850686758","65.582449333709","5.9379629873672","16.127161944354","61.604448022524","7691.1477942581","1.1676521871817","2","5.7886127464836","Warning"
"386","1930","3.8871773762376","67.671300094109","5.5649809101271","21.415359041633","64.343099777672","1766.2574646865","1.059235965402","2","9.8853972264718","Warning"
"387","1935","0.88432520777823","51.482852141604","5.7422332873973","17.474039011267","61.316985034376","863.75812328467","0.66986821525937","3","2.9212649483489","Normal"
"388","1940","4.4055735683747","68.086431092638","4.1183508922147","21.992450940567","58.178785873185","5904.1719195691","0.5560093149929","2","3.9209058268146","Warning"
"389","1945","1.7119257198399","62.551791927037","5.7314738770122","29.617911524985","43.207700757244","8448.9531643381","0.56120694572286","1","5.1809749400031","Normal"
"390","1950","2.9676817226946","53.598964188905","4.3751989528224","24.51090819508","78.235604074737","6470.8711405545","0.519570147907","5","1.7545586775347","Normal"
"391","1955","4.7785356819","63.479681601813","5.3406982923192","24.740675146511","52.279757613013","814.56130659615","0.7526999602335","5","5.405534871472","Warning"
"392","1960","2.9226149289914","53.360554659644","5.4936252801432","19.933019675166","43.513525738435","704.30022751196","1.121753979281","5","1.1898578992928","Normal"
"393","1965","4.8570652440537","58.257453081222","4.3331337077612","17.086634520599","44.136098982288","3358.490733029","0.60248091344559","4","4.1045244058471","Warning"
"394","1970","1.6798460642196","61.041130718903","4.4283118132127","23.632164978906","64.832695780839","9496.091759981","0.59576051030852","2","3.9078044312345","Normal"
"395","1975","1.9145361415113","54.870664545985","5.9157301352826","19.738723608901","60.980488109822","8442.459525096","1.140619023009","2","3.7580407660532","Normal"
"396","1980","2.940728917603","69.937256407793","4.0461025737892","19.619189118233","77.230996265297","4987.208340426","1.1833378152291","3","1.9518902755116","Warning"
"397","1985","2.1937540343083","56.436593400969","4.2107159908207","24.440799018973","71.848933630081","9739.0492082095","1.1884233154246","2","1.3519364754833","Normal"
"398","1990","2.7926948616494","60.257147297037","4.1655138083964","21.15323332173","41.151924580998","9635.2708785287","0.57029520156619","5","8.0956610007404","Normal"
"399","1995","1.6270844179088","61.726324452825","5.7068773914053","28.31385554134","53.932015876324","6116.5411765139","1.0518973371014","2","9.3384445671117","Normal"
"400","2000","1.2196159850627","58.167214230111","5.0688697916412","17.708682365033","48.504758421349","4486.5043842163","1.1782559048751","4","3.7215843343695","Normal"
"401","2005","1.4855139862272","63.618792097469","4.9850384183661","27.687013351362","70.00345765159","8804.4142808632","0.62901707542081","1","5.7718518391149","Normal"
"402","2010","3.5568104729515","58.420967720333","5.4822241860713","29.426715047053","50.538323147682","1296.4296163617","1.0366010181602","2","9.4246061152162","Warning"
"403","2015","1.0477793286664","66.875317597121","4.2435778651441","18.939162232176","58.416399377317","4853.3697276024","0.84239336830327","3","5.5453375061479","Warning"
"404","2020","1.3461330028385","61.343999767309","4.0521602851033","27.254294513183","52.449790440872","9383.346525069","0.67461428831106","3","7.320638177352","Normal"
"405","2025","0.99965639258656","62.397408805402","4.2967265447242","29.414226581918","54.987435473208","1650.3477777163","1.183332209984","5","2.2444175031652","Normal"
"406","2030","2.8967525250358","52.831439507386","5.9686146221762","26.049807156845","50.02032132372","140.85949697102","1.0898705042338","2","4.0107742874937","Normal"
"407","2035","4.3148616980675","56.249820394952","5.2897988715027","27.139311306463","62.800596969954","7078.4662436891","0.6138989771306","1","6.172379672465","Warning"
"408","2040","4.7001288366388","61.541018460841","4.97662471567","29.173781168927","74.621159899378","6909.3049431409","0.63170829921822","3","5.0133667834784","Warning"
"409","2045","4.3626365029079","61.069298748919","5.7815943756545","23.07411895632","67.578756695971","9796.1618222939","1.1715652551358","4","3.0491522571138","Warning"
"410","2050","3.6127965449008","69.457484061262","4.4412135735842","29.537484221304","55.337225681885","6827.563129969","1.1392182705107","4","1.3109566002058","Warning"
"411","2055","4.7968065669405","65.041624318096","5.3029015661475","16.680507731963","52.802958476018","9597.4999952443","0.70518564530855","5","1.7465272815804","Warning"
"412","2060","0.93106274910904","53.870044114006","5.4483859359799","22.355640340549","73.944008499429","4673.2642440841","0.80561903988361","4","4.6937861003491","Normal"
"413","2065","2.5415842176553","67.811321688983","5.3011867611725","26.950186948135","44.251196381786","5613.5696905215","0.91091037908595","5","2.8582149716081","Warning"
"414","2070","4.5769210210456","55.450811057696","5.042585745157","18.316914279777","47.394426459932","7214.7396199924","0.87046876372212","3","2.6675621498093","Warning"
"415","2075","2.0012337275388","65.736298841945","4.3453251299109","18.420088527412","61.285977358595","645.09053610314","1.0520691219354","1","6.2249191671562","Warning"
"416","2080","3.7291048492224","54.218198203504","5.3535006805272","18.641927725613","73.787527139761","2168.2451866788","1.0934243272949","2","1.7208136291698","Warning"
"417","2085","2.7680641709534","56.48676817796","5.6918133288204","20.138496729676","66.215507234407","7064.2366483512","0.60860341777141","3","7.0188126627153","Normal"
"418","2090","1.8541106085595","57.592774698784","5.0687131106749","20.160011333781","47.114862714283","3890.0097994971","0.72939296104646","1","7.2415304422311","Normal"
"419","2095","2.2853879828589","53.661154489677","4.8669324215143","26.15112862539","56.273348389017","9531.218324831","1.0725240761224","2","5.1228046594229","Normal"
"420","2100","3.5504732650965","54.175656082507","5.7335998725123","28.645104102018","56.489924496351","2535.6751752881","0.82557197322376","5","7.8901163161934","Warning"
"421","2105","2.1661073983264","55.832369976914","5.419265317424","23.311629100812","66.310833476859","7554.7703631574","0.68941415862852","1","6.9067229622416","Normal"
"422","2110","3.9318623990733","66.475026832338","5.4723703142654","26.81068684242","60.516370683094","969.62310426686","0.51920560209144","3","7.8449235306764","Warning"
"423","2115","4.5717302019378","50.685244019208","5.9293436134614","18.182993331135","55.479306569469","4861.7042745143","0.7501570688754","4","8.4371593782194","Warning"
"424","2120","3.7575044244164","53.335262964716","4.1324554213293","15.878446412722","59.829663583077","3344.4153678085","0.73015705732738","4","9.0665458000608","Warning"
"425","2125","1.9749465423349","52.08701251463","4.4507605545033","19.510195697458","67.817548860298","7043.3375534521","0.9695943581383","4","3.9773549251328","Normal"
"426","2130","1.3923499454329","58.842908876504","4.7984742825188","18.231515607373","61.208549050428","8544.112219927","0.99400336231447","2","3.7677966561633","Normal"
"427","2135","2.68528247893","68.69410959461","4.5753268816238","28.614507703049","45.533005488849","3855.4605659088","1.0283936748266","1","2.0003996247321","Warning"
"428","2140","3.5733739873862","57.337878884003","4.4945289683077","18.087431122365","67.277596091775","9046.5319982907","0.73501784781657","2","3.2196733604731","Warning"
"429","2145","2.0387594282879","64.061291383845","5.9632776176117","24.942416754937","43.883058261484","6360.0016712324","0.9195871678229","2","5.9656347398385","Normal"
"430","2150","1.5308763292689","50.163445786387","5.5104204439506","24.296221036915","45.160338485096","7754.1049924156","0.88142954402523","1","6.027804336744","Normal"
"431","2155","1.8834083915246","54.428935593366","5.3134951386784","21.872597880901","61.5487921674","8296.7801375503","1.0734356300592","2","3.3966689916363","Normal"
"432","2160","1.1617517931631","62.653785908802","5.4351769037451","23.62437754319","63.752137997037","5129.7091721205","0.67211994378495","4","4.0236298025988","Normal"
"433","2165","3.6708041497514","59.815099220382","4.0889221935661","19.037866025087","71.155273237657","2855.702068456","1.1055543806423","3","6.9992241918284","Warning"
"434","2170","4.389781890787","54.198199883788","4.2761383636638","19.220083047102","42.9471802085","2568.975604174","0.81103668791962","5","9.9461489293348","Warning"
"435","2175","4.7974501725312","52.60609314726","4.3959556988753","29.988917408846","66.418246403011","6450.4146002648","0.96519963674258","1","2.9334149129376","Warning"
"436","2180","1.5833393823157","66.347336034291","4.3670387508407","25.990933198236","61.934789076328","3984.6545912481","1.1279972534252","3","2.9727842222772","Warning"
"437","2185","2.5488766988218","56.564267080537","4.4384330150397","18.714687612918","58.420117079747","44.939705815997","0.93363393052884","1","7.4381079273445","Normal"
"438","2190","3.9982029413606","69.772155541896","5.1071677556735","27.953930928543","41.991396885732","7911.6160069963","0.82175942935535","1","3.5159803201944","Warning"
"439","2195","1.4534247028541","68.169922296559","5.5082310665555","25.480664669541","62.237610229926","1057.6126455383","1.1344523294308","3","9.2033472959485","Warning"
"440","2200","2.445234337339","51.173021939892","5.2102041484078","19.021058234078","55.875334106172","5759.9420744373","0.53533502740441","4","7.5323238983433","Normal"
"441","2205","1.7032143321453","68.818200876925","4.8429263716117","15.881314596399","48.919548076658","5614.5064714641","1.0079999453051","5","7.4562927411716","Warning"
"442","2210","3.0560527216734","62.022868780044","4.0236636545614","19.247277356126","75.363902950601","8431.6039708398","0.60642178554052","5","9.988911476416","Warning"
"443","2215","0.93685134370825","67.231860699951","4.7965697056645","29.224343819822","67.935128509277","2060.8917702894","0.92479727769923","2","1.2622508080982","Warning"
"444","2220","1.1032251736801","61.061162533383","4.9036513246951","24.903862598586","43.17578089396","6596.5465191364","1.0271599634663","2","2.083507922452","Normal"
"445","2225","0.85990197287382","69.475378301784","5.7242895056414","17.478581621588","61.52664627438","3190.4930778771","0.63064314911298","4","2.8685152234286","Warning"
"446","2230","1.8605002604003","68.656699117445","4.8501596647531","16.897579752391","62.586678330355","1357.265135083","1.1042123342288","5","2.4628420142967","Warning"
"447","2235","2.2227456041661","57.093878047311","4.2806569387376","18.808676753814","59.867975879491","4086.5707059813","0.85737862397573","1","6.7434622169613","Normal"
"448","2240","4.2761270060348","56.670291556254","4.7174653188733","23.930063791589","67.379667662522","9934.4642218867","0.65291424184205","2","1.3602819689658","Warning"
"449","2245","1.108783768306","60.07119807257","5.8522579311285","17.738226549345","47.378767021941","9215.0126638936","0.64031106163847","3","2.688880437498","Normal"
"450","2250","1.4415683834727","54.333458962758","5.69556319298","29.526481844474","63.529290265137","2145.3367887166","1.1953176297723","2","5.1527181469955","Normal"
"451","2255","1.7356142477461","52.51461829092","5.4448950600445","26.032831959534","58.070868204867","1625.0014245337","0.84835637982302","4","8.0754182705963","Normal"
"452","2260","4.3061884965186","67.793794399667","5.1233581976426","15.696569442555","71.218913526897","1646.6932935541","0.82577872986337","5","7.5074812928157","Warning"
"453","2265","3.0443782291778","51.524807422789","4.3887245578108","19.12347015554","66.810147972646","2803.8843920214","0.62397233270541","1","3.6217855922965","Warning"
"454","2270","2.2606462111109","54.345378114133","5.2957371285209","25.241343093898","51.011515998133","9997.641137015","0.54712354435544","1","3.5018709586441","Normal"
"455","2275","3.2090540482676","58.973586420309","4.2361932197154","17.098261882742","55.126714458713","1784.9319392827","0.63687801339434","4","3.5074992817946","Warning"
"456","2280","0.96819128161001","59.308731278307","4.7987951159522","16.414446669718","70.996690864489","45.966305075429","0.86278457789729","5","3.8289767126194","Normal"
"457","2285","4.5299319989954","51.957394045974","5.3153207572614","28.208889267395","46.991584233143","6254.6388788234","0.65475556517277","4","2.7955899879159","Warning"
"458","2290","2.9800230970794","60.108499124162","4.9128912900858","23.670193505649","42.622262490196","647.21040136671","0.75396895052315","2","7.7314005114965","Normal"
"459","2295","3.0752696414569","55.336674313458","5.8680478412964","20.341749834269","62.968730122214","2401.1160210115","1.0326543858458","5","4.6645662378651","Warning"
"460","2300","1.446681071208","54.767357126074","4.0962225649762","20.911005270561","70.601564989764","3671.4357812763","0.9330393211841","5","9.5921472624087","Normal"
"461","2305","3.4500207890714","59.988024327124","5.7427227857227","16.099214919637","57.445881836301","9518.8948068651","0.64844362369758","2","4.5159554437301","Warning"
"462","2310","2.2445067766467","62.37685751077","5.8239903226622","25.047186864852","56.603361985316","4522.1332101274","0.62907907862995","3","1.7440777790683","Normal"
"463","2315","3.6836509821445","50.15365078022","5.2905691299852","25.39653020237","62.576192696566","4825.7636175945","0.98377747888201","2","3.9954458410075","Warning"
"464","2320","2.6678689620113","54.441283044209","5.9150312692086","18.521311728395","45.468970850298","225.6370856247","0.91685705527357","4","3.8816343068535","Normal"
"465","2325","4.5435360381171","54.502172429825","4.4804612834932","29.776597918091","45.224923859043","2553.3376923237","0.78279126702192","2","7.4963687221727","Warning"
"466","2330","3.4755586761957","53.778962893782","4.7405674237362","18.541760208691","52.721860427535","2532.9475014133","0.92956103752929","3","2.9967638752869","Warning"
"467","2335","3.1452018259291","55.491871545974","4.8193293240222","18.874362171463","57.306000313567","838.45119195709","0.57326984013384","4","5.0789367285752","Warning"
"468","2340","1.0319999714801","55.891484425786","5.6229375230271","24.812779594696","67.840117175332","4236.8933105112","0.58110413345785","3","8.2152158182125","Normal"
"469","2345","4.44913400018","69.23192998588","5.6611973682012","20.358276586214","42.911543259679","5056.8212308752","0.81449834209454","5","7.7734593001416","Warning"
"470","2350","2.6675519306293","57.230730475992","4.8368420377477","21.088998519435","59.074853442883","6454.97758438","0.633561833031","5","2.0454096878545","Normal"
"471","2355","2.2097098045211","61.680345617765","4.2519739709689","15.120999293066","51.958726334952","1847.5277782009","0.57766807160498","5","8.9204641763308","Normal"
"472","2360","1.7331240148961","69.751604308297","4.8856803631435","15.872578223844","57.439999136323","3828.0973917836","0.85823210398882","5","5.5640007454304","Warning"
"473","2365","2.9242888617559","55.328930348328","5.125421048647","24.867805953792","43.988915459551","1355.7221847385","0.63570582685921","3","1.1728921778045","Normal"
"474","2370","3.1691994260871","59.419671255952","4.5414971292014","21.077534559323","55.491037430533","7984.0443221628","0.97916962471495","4","4.5741095491412","Warning"
"475","2375","3.2749298417542","67.453744294246","4.62039936645","21.484181893784","42.275071990713","8077.0906037598","1.0410322222221","4","1.1997993764371","Warning"
"476","2380","0.77554335545006","50.501379730371","4.5849424566834","18.432272360792","50.959003162764","8463.7265441025","0.55828419103282","4","7.6859530127258","Normal"
"477","2385","2.2511397911769","61.315087805196","4.6946824396995","27.946578276681","49.132550930798","2474.809300238","0.66277758841081","1","9.4026062010109","Normal"
"478","2390","0.60509086435811","65.235111516384","4.2430043998917","15.946432992396","53.64013826751","1389.5820193304","0.66783737321226","1","4.0485817174904","Warning"
"479","2395","2.8637813544947","56.891281048779","4.5298560784724","27.839992014858","66.533352798792","9952.0396019193","0.65141434349825","3","8.1696644862329","Normal"
"480","2400","3.5666386450984","66.893028211102","4.1280835147985","20.744649465322","51.437686040025","4879.474601657","0.9893562036606","1","9.249659981571","Warning"
"481","2405","4.086202545229","60.216828211518","4.6823571288625","21.36078747259","61.609160581259","8526.8998716848","0.5373900339147","4","5.9231435369132","Warning"
"482","2410","1.0809905738904","60.854761845038","5.1304328341518","21.143704047355","62.498166171907","1347.3167684738","0.73348261546617","5","5.6605567594584","Normal"
"483","2415","1.02077587652","50.805562835984","5.1685159557501","15.62063872781","72.367331124253","5850.5060718123","0.50954426247138","5","8.383591741624","Normal"
"484","2420","3.7664312609577","60.340665455669","4.2180048852874","17.590567268578","51.434002597657","1507.2987338702","1.0451002760607","5","2.7640649052698","Warning"
"485","2425","2.3719900981949","51.734666572036","5.3395240739841","26.793726441207","54.429884254104","59.105103946842","1.0012241113544","1","4.3593085919716","Normal"
"486","2430","0.93379753333933","55.66025390988","5.8714171684671","26.922287240187","67.190424340888","2506.5105542023","0.55394019498902","1","2.8114437937863","Normal"
"487","2435","1.6835520117842","64.507571213105","4.142546903899","19.78281322255","69.925274489399","5828.4962845005","0.74998524355808","2","3.3936588865986","Normal"
"488","2440","0.67941621183075","66.052604546602","4.0614613677301","22.382397368728","52.665002174524","6579.3720604594","0.72585813945966","3","7.9465019022625","Warning"
"489","2445","3.2739439101585","65.708182758712","5.6868382417169","19.926765706816","63.987554161266","8633.4241683161","1.0394170174881","2","3.2894720298524","Warning"
"490","2450","2.1966871830546","51.914512946827","5.7353640626895","16.784818383069","77.424351576912","1278.3064038119","0.54813871545265","5","2.5690282412252","Normal"
"491","2455","1.1446981679417","60.794628262029","5.3822335024877","27.996045280944","41.164773375476","2178.2338819034","1.1477187919781","2","8.9454335794646","Normal"
"492","2460","1.7885272822806","57.012955529381","4.8645563692725","26.639836931344","76.260939092107","7154.4245216937","0.61136203632885","5","5.3876620327673","Normal"
"493","2465","1.7913128964397","63.581159780775","4.7924400854825","24.419370502532","69.400728784836","4756.9017178711","1.0608095884736","1","6.0282589896713","Normal"
"494","2470","1.888709739235","51.672380301297","5.8335780179785","19.204845421725","69.316728855372","5126.6165914242","0.81487582189028","4","4.5956267684327","Normal"
"495","2475","1.1471803727407","56.211567264033","5.4301147578638","16.276447030256","43.848559189905","4776.312205841","0.84348810393046","5","9.8858921990269","Normal"
"496","2480","1.9435363477191","57.020366316998","4.7747650637592","25.239798211331","47.844833739834","9509.8949671852","0.79302960194695","1","2.0228044637068","Normal"
"497","2485","3.1066440215835","55.25721738627","5.5841169121337","25.329350732081","48.977045392657","5866.3605091668","0.97576438683813","3","4.8059949251017","Warning"
"498","2490","4.5387930028338","60.629584097372","4.2586861879771","20.866960487851","79.177049363189","7135.279087491","1.0335462799633","2","1.7480712528912","Warning"
"499","2495","2.0127946795507","68.226763257477","4.0784318726099","24.197525033902","43.045186069822","121.59572373611","1.0647312889125","1","3.5455247551216","Warning"
"500","2500","3.9647448439827","61.938269905058","5.7022704186959","24.165032092205","63.932142068756","6342.8909679361","1.0055865036039","5","2.9279165195875","Warning"
"501","2505","2.8590710123212","50.913072354289","4.584338931325","20.896344087993","73.260462353266","8525.4313293674","1.0555304820864","3","7.4411012812766","Normal"
"502","2510","0.63474376171091","67.10532123238","4.0807761946571","29.182761149447","48.550521076864","8995.605365562","1.1334066559865","5","4.02582049683","Warning"
"503","2515","0.91456440420119","63.093424353458","5.9713121888067","15.783710847842","60.805290942279","8715.7684575327","0.69504268308786","3","3.8830019057826","Normal"
"504","2520","4.0112781195402","57.669227451883","5.1052134421086","25.976504180658","44.542873204817","2008.5287999955","1.1047123875355","2","3.0286065854168","Warning"
"505","2525","2.9137703646638","63.752914541597","5.4076168049093","27.172832075023","66.888486998304","1254.8972049468","0.82844761041102","3","7.8423931646737","Normal"
"506","2530","3.7926099707589","63.048082033773","4.923824903321","28.351023983871","61.543617454199","8023.1933122128","0.91610111092742","5","2.6265797723829","Warning"
"507","2535","2.5035632839994","60.476380696804","4.004183594879","29.074591804456","44.772852350629","5073.8554210837","0.5639651892681","5","2.0375127815814","Normal"
"508","2540","2.0980833227391","66.059151208665","4.5947660388363","25.951489751631","60.210987869751","9732.6047664605","0.59417530994334","3","5.4853959461977","Warning"
"509","2545","0.71988882612328","62.55929133725","4.9627872440274","18.754730111392","61.524706881149","1449.18312812","0.73481645216602","3","3.7592369522643","Normal"
"510","2550","3.9556128399631","51.354102544025","5.832327272862","16.367353223808","50.660565777854","8609.4858195941","0.51725992896054","3","5.1975723779606","Warning"
"511","2555","4.1311627367044","60.073910001043","4.4588829728672","28.607083779716","77.681013767938","945.26586093746","0.68452970998376","4","3.3388366341087","Warning"
"512","2560","2.5158653819165","51.795658725698","4.4494538547272","19.961287055259","57.133724442398","331.34401360399","1.1157702032362","4","9.134577686322","Normal"
"513","2565","3.5125320340068","52.844751049733","5.0142107063704","15.695177317665","48.773418053586","1738.4200147171","0.58061382888639","5","2.5171620083286","Warning"
"514","2570","2.1317685089985","50.343621199415","5.0681901816071","20.102499578022","60.561869735558","6196.4590371734","0.78160140697401","3","8.9389669330104","Normal"
"515","2575","0.52447434328297","55.345293045968","5.3215021624693","15.123898285208","72.183586583244","7995.3436843622","0.65292809042855","2","9.3986071028747","Normal"
"516","2580","1.5754766243701","61.965056281592","5.0589617267156","27.392605054011","50.296144026713","8002.5063390724","0.86271415039471","5","2.032570427678","Normal"
"517","2585","1.3518805360956","52.814124716686","4.5680470518455","24.25531162761","65.922439805351","9337.6825567142","1.1194080676388","4","5.2287865111661","Normal"
"518","2590","1.6984484419052","66.124951156325","4.6423982870035","17.759998020466","57.667627013478","7496.1465479219","1.1485417075648","5","3.524083144427","Warning"
"519","2595","2.816816396623","59.057204220688","5.3805058201085","20.092040683619","51.205596453652","5215.8962827176","1.0322445618571","5","2.5208422069637","Normal"
"520","2600","1.3689855310033","59.728434458727","4.6903851268031","15.029310555518","66.311998172662","9860.9854214568","0.67533852195114","4","6.469717893987","Normal"
"521","2605","4.6472502985414","69.613821362051","5.3143972745775","23.141095158496","49.608686270994","1601.4848681396","0.81098416967921","1","4.260387778301","Warning"
"522","2610","1.026397408515","50.734903749751","4.6763430457685","29.455001948387","41.435215218782","3402.4293618484","1.0233156567744","5","9.6542632157032","Normal"
"523","2615","4.7709961546625","64.036187418476","4.5246925313822","26.612950694086","56.874792386368","9998.1725336858","1.0846406836481","5","1.2567672211473","Warning"
"524","2620","3.1422738926239","64.507024937862","5.5923582349059","28.05434711365","40.580245239664","8208.8077360484","1.193078002952","1","5.6509950912635","Warning"
"525","2625","1.0360460291613","56.19292243417","4.8380957376831","23.974944113862","41.502411937573","215.96490636851","1.0335413463735","5","9.6602705582163","Normal"
"526","2630","3.9694589423331","63.334661605316","5.0530467341369","18.265964027965","63.917221993662","5130.0959128683","0.51859507216255","4","7.9870370698842","Warning"
"527","2635","3.6578459389672","53.472477795337","5.6503694436268","26.301393608059","42.699581650544","2821.4299255025","1.0364708140959","4","3.3895792641626","Warning"
"528","2640","1.7220157561389","67.19668200437","4.6603771008803","15.911356397642","65.317045302658","3202.0705211657","0.90715730295831","4","3.6463798277808","Warning"
"529","2645","2.0808771545962","62.053672553075","5.8679418744661","16.969150545247","79.946981240081","9008.8153843038","0.53019761607191","2","3.89290629046","Normal"
"530","2650","1.4015109892995","57.459929360698","4.3291277070596","27.990280512702","54.519137659654","1684.5060917602","0.67338949628996","3","9.9548281838574","Normal"
"531","2655","0.74158117272996","55.406988332882","5.8164414890468","16.509127935677","45.039990632263","9899.0549218316","1.0113741939218","2","9.9468844879955","Normal"
"532","2660","1.314500909458","59.579807452878","4.0482685263867","26.486463902441","51.347398315846","2965.5728401955","0.659623910111","5","3.2449123246736","Normal"
"533","2665","2.0171891158759","69.907282948859","5.691390094012","17.158409492957","77.564665139137","4772.0712076744","0.68169506445344","5","6.3408373512984","Warning"
"534","2670","2.4118139318285","56.660798137444","5.8653907545471","25.753829661508","43.657725691463","8867.7550730666","0.85209207800338","2","9.1155310733861","Normal"
"535","2675","4.0373558998588","62.136417355061","4.5583649204165","29.172415640776","60.21131240424","2245.1556085045","1.0103609861859","1","8.9200263853025","Warning"
"536","2680","2.01818012752","67.78036971525","4.6029257707314","19.3076598891","74.237002148066","6105.8534828728","0.52214275499541","5","8.5425574415527","Warning"
"537","2685","2.3911869990402","53.526568738404","4.9921948524273","25.162005982825","53.102155172637","8214.7498397008","1.1657672516218","3","7.9575563669243","Normal"
"538","2690","1.1116725810263","51.135941354453","4.7103885233166","17.061313849355","76.478878951089","8909.9729240212","0.81136428932388","1","7.6635873778316","Normal"
"539","2695","2.8228845113504","61.035899467766","5.6620925667542","16.774152296255","46.811495893036","6963.6689215679","0.6941902712473","4","5.2959178768176","Normal"
"540","2700","4.2461897644647","50.81658298516","5.4961120592449","21.799547007997","47.907078109202","3472.7441908358","1.0533672363995","5","7.4783619697247","Warning"
"541","2705","3.8414608553515","69.514919875065","5.6130317850042","27.009240590637","55.607685676501","8543.427924486","0.69411121151263","2","7.4943376843929","Warning"
"542","2710","2.7156927557814","54.346662783959","4.4522457613946","24.246246560156","57.677753508165","4325.5427654441","0.88054118089483","4","1.878184967555","Normal"
"543","2715","1.3989026659974","66.768152636627","5.8241458488034","24.936752822763","51.069132137682","6493.64532383","0.72888034446918","2","9.6402459935629","Warning"
"544","2720","2.7669704907505","65.236807660053","5.2130520507301","25.102305092084","53.04459680536","7479.264549515","1.0391376490339","3","1.5652505901659","Warning"
"545","2725","2.5038164810645","54.898180668475","4.6634877374911","21.095814176088","70.044419377951","1435.1584004207","0.66402399589443","1","9.3568074904063","Normal"
"546","2730","2.8188497930742","51.524068930624","5.4708192001328","26.901036659937","61.159342451095","2802.8901185248","1.1300671614398","5","4.4560892868168","Normal"
"547","2735","1.3293805670767","50.859878698112","4.9983076486142","22.52315351916","73.970260508814","3635.0747670588","1.1568341923557","5","6.3493786201675","Normal"
"548","2740","0.89232939981916","56.598594557776","4.6674471395004","23.500612240988","43.073991257433","8054.7077465226","1.0423053158997","3","2.3363069590105","Normal"
"549","2745","3.2051902948915","55.518113002531","4.0518743908787","20.422032695777","73.135582823703","6795.2884012331","0.85217784915911","3","6.9755837773196","Warning"
"550","2750","0.63283315067244","56.40277914847","5.8886552378543","21.535684399797","58.315201302689","70.966084093135","0.880331590725","5","9.9772821541464","Normal"
"551","2755","1.9141813809624","61.381460554085","4.4156006457803","16.67476380637","65.107463346696","2660.7958046085","1.0687304853346","5","4.8478112254498","Normal"
"552","2760","2.9175892538332","61.105475992018","4.4030056618252","28.181897169427","49.506523370161","2311.1413327925","1.1648369665647","1","4.0413571274022","Normal"
"553","2765","3.8367879492788","64.927449063264","4.4491658156904","28.749434331567","57.602709791207","3601.037787319","1.0304555618507","3","6.2553374125405","Warning"
"554","2770","2.2560794283578","65.394214915474","4.0285981106004","23.505086655977","46.899769191212","1834.3518937457","1.131183088605","4","3.0453544578031","Warning"
"555","2775","2.6608276697869","56.619482724973","5.0808788274789","16.763433577968","74.814490527686","5315.918175356","0.98487057821698","4","7.0517346554667","Normal"
"556","2780","1.6267252370973","55.728296650919","4.9886064410981","24.889218615498","79.608826352445","6698.9201509859","0.82920502307742","3","4.3358802327609","Normal"
"557","2785","2.8817155732326","64.380040665317","4.1600661321432","17.796619560367","53.233253997827","9078.864996009","0.59519708815145","4","4.9094022830667","Normal"
"558","2790","2.750905640733","54.282538496203","5.9702225023952","23.453171754532","57.456249304294","2311.5604766081","1.1920708606129","1","9.7354217472886","Normal"
"559","2795","3.342235920593","52.795346383494","5.5532923985338","25.436464319937","77.139091031731","3319.5446606664","1.1148691943377","3","1.289054959858","Warning"
"560","2800","4.267994378662","64.729535479124","4.5456374139689","22.269824452637","58.772932805654","4534.1308391471","0.82039849936164","3","6.2629747036277","Warning"
"561","2805","1.6721924471005","50.070611000681","5.5783070415451","24.713587758179","51.236616563643","6506.9084748748","1.0413293198951","4","1.5238942454402","Normal"
"562","2810","1.3617575229754","63.73710183196","5.5564710894117","17.169393358768","40.525816045883","5548.9254243409","0.62428394558386","5","8.8391637560464","Normal"
"563","2815","3.1485945721028","67.337880886814","5.349312202092","29.27325993037","72.034863474932","8454.4890324876","1.1109389159696","5","4.3095232984199","Warning"
"564","2820","1.7542387135126","69.621209234305","5.6218770840416","29.379453664953","75.554477466018","406.59441243916","0.90423739699334","2","2.566160049585","Warning"
"565","2825","2.4124953829016","66.552116241816","4.8325165940716","18.084011337452","56.283144873631","6741.5601420446","1.1857767271539","5","8.5328534178116","Warning"
"566","2830","4.7489306743083","52.798969395767","5.9717900611293","24.106023441649","78.686835298259","3218.4900735324","0.82746473949896","1","7.6638870814823","Warning"
"567","2835","2.8028129267886","54.092928029989","4.8040609966157","17.024207214688","46.927298909818","8627.8669928123","0.80297255083949","5","1.6982127585637","Normal"
